Benchmark,Agent,Model,Acc,Cost,run_combined,file_combined,Date,run_id,matched_json,similarity
swebench-verified-mini,HAL Generalist Agent,claude-3-7-sonnet-20250219-thinking-high,,,swebench-verified-mini HAL Generalist Agent claude-3-7-sonnet-20250219-thinking-high,swebench_verified_mini HAL Generalist Agent (claude-3-7-sonnet-20250219) ,2025-04-14,swebench_verified_mini_hal_generalist_agent_claude37sonnet20250219_1744644286,evals_live/swebench_verified_mini_hal_generalist_agent_claude37sonnet20250219_1744644286_UPLOAD.json,0.8732548679814642
swebench-verified-mini,HAL Generalist Agent,gemini-2.0-flash,,,swebench-verified-mini HAL Generalist Agent gemini-2.0-flash,swebench_verified_mini HAL Generalist Agent (gemini-2.0-flash) ,2025-04-14,swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676,evals_live/swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676_UPLOAD_mapped.json,0.9345122493595801
swebench-verified-mini,HAL Generalist Agent,gpt-4.1-2025-04-14,,,swebench-verified-mini HAL Generalist Agent gpt-4.1-2025-04-14,swebench_verified_mini HAL Generalist Agent (gpt-4.1-2025-04-14) ,2025-04-14,swebench_verified_mini_hal_generalist_agent_gpt4120250414_1744667697,evals_live/swebench_verified_mini_hal_generalist_agent_gpt4120250414_1744667697_UPLOAD.json,0.94378868069311
swebench-verified-mini,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,,,swebench-verified-mini HAL Generalist Agent deepseek-ai/DeepSeek-V3,swebench_verified_mini HAL Generalist Agent (deepseek-ai/DeepSeek-V3) ,2025-04-14,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,evals_live/swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD_mapped.json,0.9391893877835528
swebench-verified-mini,HAL Generalist Agent,deepseek-ai/DeepSeek-R1,,,swebench-verified-mini HAL Generalist Agent deepseek-ai/DeepSeek-R1,swebench_verified_mini HAL Generalist Agent (deepseek-ai/DeepSeek-R1) ,2025-04-14,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918,evals_live/swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918_UPLOAD_mapped.json,0.9403909438969407
colbench-backend,Colbench Agent,gpt-4.1-2025-04-14,35.6,14.0,colbench-backend Colbench Agent gpt-4.1-2025-04-14,colbench_backend_programming Col-bench Text (gpt-4.1-2025-04-14) ,2025-04-20,colbench_backend_programming_colbench_text_gpt41_1745174487,evals_live/colbench_backend_programming_colbench_text_gpt41_1745174487_UPLOAD_mapped.json,0.8262384057420515
colbench-backend,Colbench Agent,o4-mini-2025-04-16-low,30.9,9.0,colbench-backend Colbench Agent o4-mini-2025-04-16-low,colbench_backend_programming Col-bench Text (o4-mini-2025-04-16 low) ,2025-04-18,colbench_backend_programming_colbench_text_o4mini_1744935258,evals_live/colbench_backend_programming_colbench_text_o4mini_1744935258_UPLOAD_mapped.json,0.8068793730657974
colbench-backend,Colbench Agent,o4-mini-2025-04-16-high,32.8,27.0,colbench-backend Colbench Agent o4-mini-2025-04-16-high,colbench_backend_programming Col-bench Text (o4-mini-2025-04-16 low) ,2025-04-18,colbench_backend_programming_colbench_text_o4mini_1744935258,evals_live/colbench_backend_programming_colbench_text_o4mini_1744935258_UPLOAD_mapped.json,0.7964722881844954
colbench-backend,Colbench Agent,claude-3-7-sonnet-20250219-thinking-low,36.7,21.0,colbench-backend Colbench Agent claude-3-7-sonnet-20250219-thinking-low,colbench_backend_programming Col-bench Text (claude-3-7-sonnet-2025-02-19 low) ,2025-04-17,colbench_backend_programming_colbench_text_sonnet37_1744920819,evals_live/colbench_backend_programming_colbench_text_sonnet37_1744920819_UPLOAD_mapped.json,0.8519681310413109
colbench-backend,Colbench Agent,claude-3-7-sonnet-20250219-thinking-high,37.4,34.0,colbench-backend Colbench Agent claude-3-7-sonnet-20250219-thinking-high,colbench_backend_programming Col-bench Text (claude-3-7-sonnet-2025-02-19 low) ,2025-04-17,colbench_backend_programming_colbench_text_sonnet37_1744920819,evals_live/colbench_backend_programming_colbench_text_sonnet37_1744920819_UPLOAD_mapped.json,0.8344407697798994
colbench-backend,Colbench Agent,gemini-2.0-flash,32.9,6.0,colbench-backend Colbench Agent gemini-2.0-flash,colbench_backend_programming Col-bench Text (gemini-2.0-flash) ,2025-04-17,colbench_backend_programming_colbench_text_gemmini2flash_1744930162,evals_live/colbench_backend_programming_colbench_text_gemmini2flash_1744930162_UPLOAD_mapped.json,0.8330950397591435
colbench-backend,Colbench Agent,deepseek-ai/DeepSeek-V3,23.3,2.0,colbench-backend Colbench Agent deepseek-ai/DeepSeek-V3,colbench_backend_programming Col-bench Text (deepseek-ai/DeepSeek-V3) ,2025-04-23,colbench_backend_programming_colbench_text_deepseekv3_1745366556,evals_live/colbench_backend_programming_colbench_text_deepseekv3_1745366556_UPLOAD_mapped.json,0.8713184270514867
colbench-backend,Colbench Agent,deepseek-ai/DeepSeek-R1,18.9,4.0,colbench-backend Colbench Agent deepseek-ai/DeepSeek-R1,colbench_backend_programming Col-bench Text (deepseek-ai/DeepSeek-R1) ,2025-04-18,colbench_backend_programming_colbench_text_deepseekr1_1744956747,evals_live/colbench_backend_programming_colbench_text_deepseekr1_1744956747_UPLOAD_mapped.json,0.8704221833644177
colbench-backend,Colbench Agent,o3-2025-04-16,32.2,75.4,colbench-backend Colbench Agent o3-2025-04-16,colbench_backend_programming Col-bench Text (o4-mini-2025-04-16 low) ,2025-04-18,colbench_backend_programming_colbench_text_o4mini_1744935258,evals_live/colbench_backend_programming_colbench_text_o4mini_1744935258_UPLOAD_mapped.json,0.7532355950908141
colbench-frontend,Colbench Agent,gpt-4.1-2025-04-14,82.0,10.6,colbench-frontend Colbench Agent gpt-4.1-2025-04-14,colbench_backend_programming Col-bench Text (gpt-4.1-2025-04-14) ,2025-04-20,colbench_backend_programming_colbench_text_gpt41_1745174487,evals_live/colbench_backend_programming_colbench_text_gpt41_1745174487_UPLOAD_mapped.json,0.8062004222680381
colbench-frontend,Colbench Agent,o4-mini-2025-04-16-low,81.0,6.2,colbench-frontend Colbench Agent o4-mini-2025-04-16-low,colbench_backend_programming Col-bench Text (o4-mini-2025-04-16 low) ,2025-04-18,colbench_backend_programming_colbench_text_o4mini_1744935258,evals_live/colbench_backend_programming_colbench_text_o4mini_1744935258_UPLOAD_mapped.json,0.7962878167796572
colbench-frontend,Colbench Agent,o4-mini-2025-04-16-high,83.3,14.6,colbench-frontend Colbench Agent o4-mini-2025-04-16-high,colbench_backend_programming Col-bench Text (o4-mini-2025-04-16 low) ,2025-04-18,colbench_backend_programming_colbench_text_o4mini_1744935258,evals_live/colbench_backend_programming_colbench_text_o4mini_1744935258_UPLOAD_mapped.json,0.7860581094514316
colbench-frontend,Colbench Agent,claude-3-7-sonnet-20250219-thinking-low,83.7,71.3,colbench-frontend Colbench Agent claude-3-7-sonnet-20250219-thinking-low,colbench_backend_programming Col-bench Text (claude-3-7-sonnet-2025-02-19 low) ,2025-04-17,colbench_backend_programming_colbench_text_sonnet37_1744920819,evals_live/colbench_backend_programming_colbench_text_sonnet37_1744920819_UPLOAD_mapped.json,0.8289688032676471
colbench-frontend,Colbench Agent,claude-3-7-sonnet-20250219,,,colbench-frontend Colbench Agent claude-3-7-sonnet-20250219,colbench_backend_programming Col-bench Text (claude-3-7-sonnet-2025-02-19 low) ,2025-04-17,colbench_backend_programming_colbench_text_sonnet37_1744920819,evals_live/colbench_backend_programming_colbench_text_sonnet37_1744920819_UPLOAD_mapped.json,0.8141189649925189
colbench-frontend,Colbench Agent,claude-3-7-sonnet-20250219-thinking-high,81.5,52.7,colbench-frontend Colbench Agent claude-3-7-sonnet-20250219-thinking-high,colbench_backend_programming Col-bench Text (claude-3-7-sonnet-2025-02-19 low) ,2025-04-17,colbench_backend_programming_colbench_text_sonnet37_1744920819,evals_live/colbench_backend_programming_colbench_text_sonnet37_1744920819_UPLOAD_mapped.json,0.8107096461272567
colbench-frontend,Colbench Agent,gemini-2.0-flash,81.6,2.7,colbench-frontend Colbench Agent gemini-2.0-flash,colbench_frontend_design Col-bench Text (gemini-2.0-flash) ,2025-04-19,colbench_frontend_design_colbench_text_gemini_1745102439,evals_live/colbench_frontend_design_colbench_text_gemini_1745102439_UPLOAD_mapped.json,0.8209444224092646
colbench-frontend,Colbench Agent,deepseek-ai/DeepSeek-V3,74.9,0.9,colbench-frontend Colbench Agent deepseek-ai/DeepSeek-V3,colbench_backend_programming Col-bench Text (deepseek-ai/DeepSeek-V3) ,2025-04-23,colbench_backend_programming_colbench_text_deepseekv3_1745366556,evals_live/colbench_backend_programming_colbench_text_deepseekv3_1745366556_UPLOAD_mapped.json,0.8491308933805816
colbench-frontend,Colbench Agent,deepseek-ai/DeepSeek-R1,74.9,0.85,colbench-frontend Colbench Agent deepseek-ai/DeepSeek-R1,colbench_backend_programming Col-bench Text (deepseek-ai/DeepSeek-R1) ,2025-04-18,colbench_backend_programming_colbench_text_deepseekr1_1744956747,evals_live/colbench_backend_programming_colbench_text_deepseekr1_1744956747_UPLOAD_mapped.json,0.8459471731451846
colbench-frontend,Colbench Agent,gemini-2.5-pro-preview-03-25,81.6,212.3,colbench-frontend Colbench Agent gemini-2.5-pro-preview-03-25,colbench_backend_programming Col-bench Text (gemini-2.0-flash) ,2025-04-17,colbench_backend_programming_colbench_text_gemmini2flash_1744930162,evals_live/colbench_backend_programming_colbench_text_gemmini2flash_1744930162_UPLOAD_mapped.json,0.7790469917348015
colbench-frontend,Colbench Agent,o3-2025-04-16,80.8,76.9,colbench-frontend Colbench Agent o3-2025-04-16,colbench_backend_programming Col-bench Text (o4-mini-2025-04-16 low) ,2025-04-18,colbench_backend_programming_colbench_text_o4mini_1744935258,evals_live/colbench_backend_programming_colbench_text_o4mini_1744935258_UPLOAD_mapped.json,0.7560959375037752
ScienceAgentBench,SAB Example Agent,gemini-2.0-flash,0.127451,0.193266,ScienceAgentBench SAB Example Agent gemini-2.0-flash,scienceagentbench SAB Example Agent (gemini-2.0-flash) ,2025-04-17,scienceagentbench_sab_selfdebug_gemini20flash_1744901453,evals_live/scienceagentbench_sab_selfdebug_gemini20flash_1744901453_UPLOAD_mapped.json,0.9455024678124309
ScienceAgentBench,SAB Example Agent,gemini-2.5-pro-preview-03-25,0.186275,11.198726,ScienceAgentBench SAB Example Agent gemini-2.5-pro-preview-03-25,scienceagentbench SAB Example Agent (gemini-2.5-pro-preview) ,2025-04-18,scienceagentbench_sab_selfdebug_gemini25pro_1744919608,evals_live/scienceagentbench_sab_selfdebug_gemini25pro_1744919608_UPLOAD_mapped.json,0.9464140566802703
ScienceAgentBench,SAB Example Agent,claude-3-7-sonnet-20250219,0.22549,7.118316,ScienceAgentBench SAB Example Agent claude-3-7-sonnet-20250219,scienceagentbench SAB Example Agent (claude-3-7-sonnet-2025-02-19) ,2025-04-16,scienceagentbench_sab_selfdebug_claude37_1744812715,evals_live/scienceagentbench_sab_selfdebug_claude37_1744812715_UPLOAD_mapped.json,0.9274790161908476
ScienceAgentBench,SAB Example Agent,claude-3-7-sonnet-20250219-thinking-low,0.254902,6.564069,ScienceAgentBench SAB Example Agent claude-3-7-sonnet-20250219-thinking-low,scienceagentbench SAB Example Agent (claude-3-7-sonnet-2025-02-19 low) ,2025-04-16,scienceagentbench_sab_selfdebug_claude37_low_1744830220,evals_live/scienceagentbench_sab_selfdebug_claude37_low_1744830220_UPLOAD_mapped.json,0.9093113561176982
ScienceAgentBench,SAB Example Agent,claude-3-7-sonnet-20250219-thinking-high,0.303922,11.742204,ScienceAgentBench SAB Example Agent claude-3-7-sonnet-20250219-thinking-high,scienceagentbench SAB Example Agent (claude-3-7-sonnet-2025-02-19 high) ,2025-04-17,scienceagentbench_sab_selfdebug_claude37_high_1744847608,evals_live/scienceagentbench_sab_selfdebug_claude37_high_1744847608_UPLOAD_mapped.json,0.9040791651024407
ScienceAgentBench,SAB Example Agent,deepseek-ai/DeepSeek-V3,0.156863,2.090448,ScienceAgentBench SAB Example Agent deepseek-ai/DeepSeek-V3,scienceagentbench SAB Example Agent (deepseek-ai/DeepSeek-V3) ,2025-04-16,scienceagentbench_sab_selfdebug_dsv3_1744757465,evals_live/scienceagentbench_sab_selfdebug_dsv3_1744757465_UPLOAD_mapped.json,0.9521278105852296
ScienceAgentBench,SAB Example Agent,deepseek-ai/DeepSeek-R1,0.235294,18.242402,ScienceAgentBench SAB Example Agent deepseek-ai/DeepSeek-R1,scienceagentbench SAB Example Agent (deepseek-ai/DeepSeek-R1) ,2025-04-16,scienceagentbench_sab_selfdebug_dsr1_1744769491,evals_live/scienceagentbench_sab_selfdebug_dsr1_1744769491_UPLOAD_mapped.json,0.9542019955881949
ScienceAgentBench,SAB Example Agent,gpt-4.1-2025-04-14,0.245098,7.41574,ScienceAgentBench SAB Example Agent gpt-4.1-2025-04-14,scienceagentbench SAB Example Agent (gpt-4.1-2025-04-14) ,2025-04-18,scienceagentbench_sab_selfdebug_gpt_41_1744993235,evals_live/scienceagentbench_sab_selfdebug_gpt_41_1744993235_UPLOAD_mapped.json,0.929053503959332
ScienceAgentBench,SAB Example Agent,o4-mini-2025-04-16-low,0.27451,3.954438,ScienceAgentBench SAB Example Agent o4-mini-2025-04-16-low,scienceagentbench SAB Example Agent (o4-mini-2025-04-16 low) ,2025-04-21,scienceagentbench_sab_selfdebug_o4mini_low_1745199029,evals_live/scienceagentbench_sab_selfdebug_o4mini_low_1745199029_UPLOAD_mapped.json,0.9368301052420198
ScienceAgentBench,SAB Example Agent,o4-mini-2025-04-16-high,0.27451,11.178193,ScienceAgentBench SAB Example Agent o4-mini-2025-04-16-high,scienceagentbench SAB Example Agent (o4-mini-2025-04-16 high) ,2025-04-21,scienceagentbench_sab_selfdebug_o4mini_high_1745253602,evals_live/scienceagentbench_sab_selfdebug_o4mini_high_1745253602_UPLOAD_mapped.json,0.9362339913779687
ScienceAgentBench,SAB Example Agent,o3-2025-04-16,0.333333,58.44018,ScienceAgentBench SAB Example Agent o3-2025-04-16,scienceagentbench SAB Example Agent (o3-2025-04-16) ,2025-04-21,scienceagentbench_sab_selfdebug_o3_medium_1745186112,evals_live/scienceagentbench_sab_selfdebug_o3_medium_1745186112_UPLOAD_mapped.json,0.927650327098658
ScienceAgentBench,HAL Generalist Agent,o4-mini-2025-04-16-high,0.215686,76.304679,ScienceAgentBench HAL Generalist Agent o4-mini-2025-04-16-high,scienceagentbench HAL Generalist Agent (o4-mini-2025-04-16 high) ,2025-05-01,scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352,evals_live/scienceagentbench_hal_generalist_agent_o4mini20250416_high_1746044352_UPLOAD.json,0.937609047098077
ScienceAgentBench,HAL Generalist Agent,o4-mini-2025-04-16-low,0.196078,77.319009,ScienceAgentBench HAL Generalist Agent o4-mini-2025-04-16-low,scienceagentbench HAL Generalist Agent (o4-mini-2025-04-16 low) ,2025-05-01,scienceagentbench_hal_generalist_agent_o4mini20250416_low_1746044336,evals_live/scienceagentbench_hal_generalist_agent_o4mini20250416_low_1746044336_UPLOAD.json,0.937157686260385
ScienceAgentBench,HAL Generalist Agent,gpt-4.1-2025-04-14,0.068627,68.953348,ScienceAgentBench HAL Generalist Agent gpt-4.1-2025-04-14,scienceagentbench HAL Generalist Agent (gpt-4.1-2025-04-14) ,2025-04-30,scienceagentbench_hal_generalist_agent_gpt4120250414_1745541259,evals_live/scienceagentbench_hal_generalist_agent_gpt4120250414_1745541259_UPLOAD.json,0.9341789664549556
ScienceAgentBench,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,0.009804,55.732075,ScienceAgentBench HAL Generalist Agent deepseek-ai/DeepSeek-V3,scienceagentbench HAL Generalist Agent (deepseek-ai/DeepSeek-V3) ,2025-05-01,scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235,evals_live/scienceagentbench_hal_generalist_agent_deepseekaideepseekv3_1746052235_UPLOAD.json,0.9504868444823769
ScienceAgentBench,HAL Generalist Agent,o3-2025-04-16,0.098039,155.4183,ScienceAgentBench HAL Generalist Agent o3-2025-04-16,scienceagentbench HAL Generalist Agent (o3-2025-04-16) ,2025-05-04,scienceagentbench_hal_generalist_agent_o320250416_1746110877,evals_live/scienceagentbench_hal_generalist_agent_o320250416_1746110877_UPLOAD.json,0.9328613334123975
ScienceAgentBench,HAL Generalist Agent,claude-3-7-sonnet-20250219-thinking-high,0.176471,48.279636,ScienceAgentBench HAL Generalist Agent claude-3-7-sonnet-20250219-thinking-high,scienceagentbench HAL Generalist Agent (claude-3-7-sonnet-20250219 high) ,2025-05-08,scienceagentbench_hal_generalist_agent_claude37sonnet20250219_high_1746405109,evals_live/scienceagentbench_hal_generalist_agent_claude37sonnet20250219_high_1746405109_UPLOAD.json,0.8884041498653263
ScienceAgentBench,HAL Generalist Agent,claude-3-7-sonnet-20250219,0.107843,41.219199,ScienceAgentBench HAL Generalist Agent claude-3-7-sonnet-20250219,scienceagentbench HAL Generalist Agent (claude-3-7-sonnet-20250219) ,2025-05-04,scienceagentbench_hal_generalist_agent_claude37sonnet20250219_1746110849,evals_live/scienceagentbench_hal_generalist_agent_claude37sonnet20250219_1746110849_UPLOAD.json,0.929089027255116
corebench_hard,CORE-Agent,gpt-4.1-2025-04-14,0.3333333333,107.360036,corebench_hard CORE-Agent gpt-4.1-2025-04-14,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.8681256472477371
corebench_hard,CORE-Agent,deepseek-ai/DeepSeek-V3,0.1777777778,25.25934,corebench_hard CORE-Agent deepseek-ai/DeepSeek-V3,assistantbench Assistantbench Browser Agent (deepseek-ai/DeepSeek-V3) ,2025-05-02,assistantbench_assistantbench_browser_agent_deepseekaideepseekv3_1746233269,evals_live/assistantbench_assistantbench_browser_agent_deepseekaideepseekv3_1746233269_UPLOAD.json,0.7985028243905385
corebench_hard,CORE-Agent,claude-3-7-sonnet-20250219,0.3555555556,73.0401705,corebench_hard CORE-Agent claude-3-7-sonnet-20250219,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.8309955666870346
corebench_hard,CORE-Agent,gemini-2.0-flash,0.1111111111,12.4607438,corebench_hard CORE-Agent gemini-2.0-flash,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.8112000280467075
corebench_hard,CORE-Agent,gemini-2.5-pro-preview-03-25,0.2222222222,182.3376875,corebench_hard CORE-Agent gemini-2.5-pro-preview-03-25,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.813041050843007
corebench_hard,CORE-Agent,o4-mini-2025-04-16-low,0.1777777778,31.7882798,corebench_hard CORE-Agent o4-mini-2025-04-16-low,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.8689128944277529
corebench_hard,CORE-Agent,o4-mini-2025-04-16-high,0.2666666667,61.3511686,corebench_hard CORE-Agent o4-mini-2025-04-16-high,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.8812650677565494
corebench_hard,CORE-Agent,o3-2025-04-16,0.2444444444,602.36698,corebench_hard CORE-Agent o3-2025-04-16,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744752123,evals_live/corebench_hard_coreagent_1744752123_UPLOAD.json,0.9230132580246057
corebench_hard,CORE-Agent,claude-3-7-sonnet-20250219-thinking-low,0.3333333333,75.191293,corebench_hard CORE-Agent claude-3-7-sonnet-20250219-thinking-low,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.7529240959934724
corebench_hard,CORE-Agent,claude-3-7-sonnet-20250219-thinking-high,0.244444,72.466517,corebench_hard CORE-Agent claude-3-7-sonnet-20250219-thinking-high,corebench_hard CORE-Agent ,2025-04-19,corebench_hard_coreagent_1744856042,evals_live/corebench_hard_coreagent_1744856042_UPLOAD.json,0.761426895021436
corebench_hard,CORE-Agent,deepseek-ai/DeepSeek-R1,0.08888888889,127.565503,corebench_hard CORE-Agent deepseek-ai/DeepSeek-R1,assistantbench Assistantbench Browser Agent (deepseek-ai/DeepSeek-R1) ,2025-06-02,assistantbench_assistantbench_browser_agent_deepseekaideepseekr1_1748894163,evals_live/assistantbench_assistantbench_browser_agent_deepseekaideepseekr1_1748894163_UPLOAD.json,0.7993177512804925
corebench_hard,HAL Generalist Agent,gpt-4.1-2025-04-14,0.1333333333,54.607752,corebench_hard HAL Generalist Agent gpt-4.1-2025-04-14,corebench_hard HAL Generalist Agent ,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,evals_live/corebench_hard_hal_generalist_agent_1747201030_UPLOAD.json,0.9081363713540214
corebench_hard,HAL Generalist Agent,deepseek-ai/DeepSeek-V3,0.08888888889,18.5000425,corebench_hard HAL Generalist Agent deepseek-ai/DeepSeek-V3,assistantbench HAL Generalist Agent (deepseek-ai/DeepSeek-V3) ,2025-05-02,assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486,evals_live/assistantbench_hal_generalist_agent_deepseekaideepseekv3_1746221486_UPLOAD.json,0.862083808049065
corebench_hard,HAL Generalist Agent,gemini-2.0-flash,0.06666666667,17.6822214,corebench_hard HAL Generalist Agent gemini-2.0-flash,corebench_hard HAL Generalist Agent ,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,evals_live/corebench_hard_hal_generalist_agent_1747201030_UPLOAD.json,0.8308523736399631
corebench_hard,HAL Generalist Agent,gemini-2.5-pro-preview-03-25,0.04444444444,30.3768125,corebench_hard HAL Generalist Agent gemini-2.5-pro-preview-03-25,corebench_hard HAL Generalist Agent ,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,evals_live/corebench_hard_hal_generalist_agent_1747201030_UPLOAD.json,0.83087991812849
corebench_hard,HAL Generalist Agent,o4-mini-2025-04-16-low,0.1555555556,21.7963834,corebench_hard HAL Generalist Agent o4-mini-2025-04-16-low,corebench_hard HAL Generalist Agent ,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,evals_live/corebench_hard_hal_generalist_agent_1747201030_UPLOAD.json,0.9163287055047233
corebench_hard,HAL Generalist Agent,o4-mini-2025-04-16-high,0.2444444444,50.2795304,corebench_hard HAL Generalist Agent o4-mini-2025-04-16-high,corebench_hard HAL Generalist Agent ,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,evals_live/corebench_hard_hal_generalist_agent_1747201030_UPLOAD.json,0.9223658214332402
corebench_hard,HAL Generalist Agent,o3-2025-04-16,0.1555555556,123.50166,corebench_hard HAL Generalist Agent o3-2025-04-16,corebench_hard HAL Generalist Agent ,2025-05-14,corebench_hard_hal_generalist_agent_1747201030,evals_live/corebench_hard_hal_generalist_agent_1747201030_UPLOAD.json,0.9445629037438896
corebench_hard,HAL Generalist Agent,claude-3-7-sonnet-20250219,,,corebench_hard HAL Generalist Agent claude-3-7-sonnet-20250219,corebench_hard HAL Generalist Agent ,2025-05-15,corebench_hard_hal_generalist_agent_1747285818,evals_live/corebench_hard_hal_generalist_agent_1747285818_UPLOAD.json,0.8453820591388576
corebench_hard,HAL Generalist Agent,claude-3-7-sonnet-20250219-thinking-high,,,corebench_hard HAL Generalist Agent claude-3-7-sonnet-20250219-thinking-high,corebench_hard HAL Generalist Agent ,2025-05-15,corebench_hard_hal_generalist_agent_1747285818,evals_live/corebench_hard_hal_generalist_agent_1747285818_UPLOAD.json,0.8186785175349387
corebench_hard,HAL Generalist Agent,deepseek-ai/DeepSeek-R1,0.06666666667,47.096622,corebench_hard HAL Generalist Agent deepseek-ai/DeepSeek-R1,assistantbench HAL Generalist Agent (deepseek-ai/DeepSeek-R1) ,2025-06-02,assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721,evals_live/assistantbench_hal_generalist_agent_deepseekaideepseekr1_1748900721_UPLOAD.json,0.8624080509072751
scicode,SciCode Tool Calling,gpt-4.1-2025-04-14,0.015,69.0,scicode SciCode Tool Calling gpt-4.1-2025-04-14,scicode Scicode Tool Calling Agent (gpt-4.1-2025-04-14) ,2025-04-21,scicode_scicode_tool_calling_agent_gpt4120250414_1745260672,evals_live/scicode_scicode_tool_calling_agent_gpt4120250414_1745260672_UPLOAD.json,0.8606132088498567
scicode,SciCode Tool Calling,o4-mini-2025-04-16-medium,0.03,56.0,scicode SciCode Tool Calling o4-mini-2025-04-16-medium,scicode Scicode Tool Calling Agent (o4-mini-2025-04-16 low) ,2025-04-22,scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980,evals_live/scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980_UPLOAD.json,0.8590736135781657
